id_company,company_name,company_type,industry_sector,kota,skala_perusahaan,pic_name,pic_phone,created_at
C231,PT Nusa Systems,UMKM,Konsultan Manajemen,Malang,Lokal,Dwi Santoso,081280996930,2023-06-24
C232,PT Inti Konsultan,BUMN,Travel & Hospitality,Yogyakarta,Nasional,Amelia Dewi,081594278816,2022-11-01
C233,PT Daya Digital,UMKM,Media & Kreatif,Semarang,Lokal,Farhan Wulandari,087750373145,2023-01-02
C234,CV Cipta Media,Startup,FMCG,Jakarta,Lokal,Teguh Prabowo,081384498926,2022-04-06
C235,PT Sukses Makmur,UMKM,E-commerce,Yogyakarta,Lokal,Wulan Hakim,087779082723,2024-11-23
C236,PT Kreasi Indonesia,Startup,FMCG,Bandung,Lokal,Devi Suryadi,085617773926,2023-04-17
C237,CV Bumi Indonesia,UMKM,Keuangan & Perbankan,Malang,Lokal,Krisna Syahputra,085290413797,2023-06-13
C238,PT Bumi Sejahtera,BUMN,Kesehatan & Farmasi,Surabaya,Nasional,Kartika Wulandari,085357991366,2023-01-08
C239,CV Global Digital,Startup,Otomotif,Semarang,Lokal,Hanif Puspitasari,085208811729,2022-07-17
C240,PT Inovasi Bersama,NGO,Asuransi,Yogyakarta,Nasional,Olivia Hartono,081565991624,2022-03-30
C241,PT Mandiri Global,BUMN,Asuransi,Jakarta,Nasional,Nanda Adriansyah,081380635651,2022-01-12
C242,CV Perkasa Systems,Corporate,Konsultan Manajemen,Malang,Nasional,Salma Sari,087888725887,2023-07-19
C243,PT Sentosa Makmur,Startup,Energi & Pertambangan,Semarang,Lokal,Faisal Fitriani,082113865890,2022-09-01
C244,CV Abadi Systems,Startup,E-commerce,Surabaya,Nasional,Qori Dewi,085819066984,2022-06-30
C245,PT Mitra Cerdas,BUMN,Agribisnis,Jakarta,Nasional,Maya Nugroho,081598839205,2023-02-18
C246,CV Inovasi Solusi,Startup,Konsultan Manajemen,Surabaya,Nasional,Krisna Pratama,085611848955,2024-04-10
C247,PT Digital Global,Pemerintah,Retail,Tangerang,Nasional,Bayu Maulana,081381845184,2023-06-19
C248,PT Inti Logistik,Corporate,Energi & Pertambangan,Yogyakarta,Nasional,Nurul Febriani,081607141633,2024-07-28
C249,PT Cakra Pratama,Corporate,Teknologi Informasi,Semarang,Multinasional,Arif Ningsih,085651827553,2023-08-12
C250,PT Jaya Solusi,NGO,Pendidikan & EdTech,Yogyakarta,Lokal,Nisa Dewi,082239521117,2023-05-11
C251,PT Inovasi Cerdas,BUMN,Keuangan & Perbankan,Surabaya,Nasional,Laila Safitri,081647284639,2024-01-31
C252,CV Mitra Informatika,BUMN,Agribisnis,Bekasi,Nasional,Amelia Ningsih,081527187500,2022-03-08
C253,CV Abadi Makmur,Startup,FMCG,Bandung,Nasional,Kirana Puspitasari,085852763655,2023-05-01
C254,PT Jaya Gemilang,Startup,Kesehatan & Farmasi,Depok,Lokal,Devi Wijaya,083866322702,2022-07-24
C255,PT Bangkit Indonesia,Pemerintah,Otomotif,Yogyakarta,Nasional,Qonita Wardani,081690612034,2024-09-23
C256,PT Global Gemilang,UMKM,Konsultan Manajemen,Jakarta,Nasional,Bayu Kurniawan,085893998245,2023-12-06
C257,PT Daya Inovasi,UMKM,Retail,Malang,Nasional,Erlangga Putra,085356996112,2024-08-07
C258,PT Mandiri Logistik,Startup,Energi & Pertambangan,Jakarta,Nasional,Bunga Putra,082102341326,2024-12-02
C259,PT Global Data,NGO,Agribisnis,Yogyakarta,Lokal,Galih Kusuma,085221643347,2024-03-24
C260,CV Prima Informatika,BUMN,Teknologi Informasi,Surakarta,Nasional,Isna Hartono,087784872829,2024-01-01
C261,PT Sejahtera Systems,UMKM,Asuransi,Yogyakarta,Lokal,Kirana Pangestu,082217456424,2023-09-27
C262,PT Inovasi Informatika,BUMN,Kesehatan & Farmasi,Jakarta,Nasional,Aldi Firdaus,081574064930,2024-08-18
C263,PT Sukses Kreatif,Corporate,Travel & Hospitality,Jakarta,Multinasional,Olivia Kusuma,081363894484,2024-03-09
C264,PT Sinergi Bangsa,Startup,Kesehatan & Farmasi,Jakarta,Lokal,Lina Puspitasari,087735020802,2024-07-16
C265,PT Mandiri Abadi,Startup,Retail,Semarang,Lokal,Nisa Suryadi,087847570512,2022-01-31
C266,PT Jaya Cerdas,Corporate,Travel & Hospitality,Yogyakarta,Multinasional,Galuh Pratama,081336730371,2023-05-28
C267,PT Sentosa Utama,Startup,Keuangan & Perbankan,Semarang,Lokal,Dinda Budiman,082250313650,2023-06-03
C268,CV Jaya Makmur,Startup,Manufaktur,Surakarta,Nasional,Tasya Setiawan,082227195005,2022-11-14
C269,CV Global Indonesia,Corporate,Properti & Konstruksi,Bogor,Nasional,Budi Fitriani,087852407784,2024-06-17
C270,PT Bangkit Kreatif,Corporate,Travel & Hospitality,Jakarta,Lokal,Krisna Firmansyah,087744857086,2022-11-25
C271,CV Solusi Global,BUMN,Manufaktur,Jakarta,Nasional,Maya Adriansyah,085378294565,2022-05-10
C272,PT Global Informatika,UMKM,Keuangan & Perbankan,Surabaya,Lokal,Ivan Lestari,081309678994,2023-02-18
C273,PT Sukses Sejahtera,UMKM,E-commerce,Surakarta,Lokal,Gilang Cahyani,081258650948,2024-10-03
C274,PT Global Analitika,Startup,Energi & Pertambangan,Surakarta,Lokal,Riska Hidayat,081595761228,2023-01-02
C275,PT Daya Utama,UMKM,Travel & Hospitality,Bogor,Nasional,Hesti Ramadhan,087865939836,2023-10-08
C276,PT Inti Pratama,Pemerintah,Retail,Bekasi,Lokal,Winda Saputra,083824043350,2022-03-12
C277,PT Daya Konsultan,Corporate,Kesehatan & Farmasi,Surakarta,Lokal,Lutfia Febriani,082234419693,2023-06-27
C278,PT Bakti Terapan,Corporate,Agribisnis,Surabaya,Nasional,Citra Wulandari,081596105566,2022-07-15
C279,PT Inovasi Systems,UMKM,Energi & Pertambangan,Surakarta,Nasional,Mega Fitriani,082220679981,2022-11-03
C280,CV Perkasa Mandiri,BUMN,Kesehatan & Farmasi,Surakarta,Nasional,Sinta Sulistyo,081286416862,2022-06-19
C281,CV Andalas Konsultan,Startup,Energi & Pertambangan,Bandung,Lokal,Rizky Nugraha,087859116655,2023-05-12
C282,CV Bakti Pratama,Corporate,Teknologi Informasi,Semarang,Multinasional,Anggi Firmansyah,087703352110,2023-12-18
C283,CV Indo Bangsa,BUMN,Telekomunikasi,Surakarta,Nasional,Fani Hartono,081253833884,2022-08-16
C284,PT Andalas Global,UMKM,Kesehatan & Farmasi,Semarang,Lokal,Qori Putra,081243940701,2024-02-11
C285,PT Jaya Media,BUMN,FMCG,Malang,Nasional,Isna Oktaviani,087836815798,2022-02-09
C286,PT Nusa Kreatif,Corporate,Retail,Yogyakarta,Lokal,Vina Firdaus,087820555438,2024-12-20
C287,PT Mitra Systems,Startup,Energi & Pertambangan,Malang,Lokal,Olivia Firmansyah,085862168936,2022-03-02
C288,CV Indo Perkasa,Pemerintah,Properti & Konstruksi,Jakarta,Lokal,Erlangga Ramadhani,085782629251,2022-10-11
C289,PT Mega Solusi,Startup,Kesehatan & Farmasi,Semarang,Lokal,Tika Mahendra,085642312209,2024-04-27
C290,PT Jaya Global,Corporate,Manufaktur,Bandung,Multinasional,Fitri Fitriani,081572897526,2022-02-23
C291,CV Sinergi Sejahtera,Startup,Teknologi Informasi,Tangerang,Lokal,Gibran Sari,081327975736,2023-04-01
C292,PT Bakti Sentosa,UMKM,Travel & Hospitality,Yogyakarta,Lokal,Faisal Anggara,081603886086,2022-03-20
C293,PT Mitra Kreatif,Startup,Energi & Pertambangan,Malang,Lokal,Kartika Prasetya,085790827718,2023-08-09
C294,PT Nusa Cerdas,Corporate,Travel & Hospitality,Surakarta,Nasional,Tiara Handayani,082271452111,2023-01-02
C295,PT Abadi Analitika,BUMN,Otomotif,Bandung,Nasional,Ratna Cahyono,081225922220,2022-11-24
C296,PT Sentosa Mandiri,UMKM,Retail,Jakarta,Lokal,Rafi Ardiansyah,085707778097,2023-02-20
C297,CV Kreasi Makmur,UMKM,Retail,Jakarta,Lokal,Anggi Cahyani,083830220502,2023-05-17
C298,PT Mitra Nusantara,Corporate,Media & Kreatif,Surakarta,Multinasional,Riska Febriani,085801455616,2022-12-30
C299,PT Prima Nusantara,UMKM,Konsultan Manajemen,Jakarta,Lokal,Galih Safitri,085681794695,2023-03-05
C300,PT Esa Makmur,Pemerintah,FMCG,Tangerang,Nasional,Laila Utami,085234301071,2024-10-13
C301,CV Cakra Perkasa,Startup,FMCG,Yogyakarta,Lokal,Aldi Handoko,085714488501,2022-01-24
C302,PT Graha Sentosa,UMKM,Teknologi Informasi,Surabaya,Nasional,Devi Nugroho,085327278576,2024-09-08
C303,PT Esa Mandiri,Corporate,Properti & Konstruksi,Yogyakarta,Multinasional,Eka Firmansyah,085705682996,2023-11-11
C304,CV Mega Bangsa,BUMN,Telekomunikasi,Semarang,Nasional,Rizky Gunawan,081373574384,2023-10-07
C305,CV Mega Pratama,BUMN,Pendidikan & EdTech,Tangerang,Nasional,Aditya Hartono,083823578452,2024-06-27
C306,PT Esa Media,Pemerintah,Pendidikan & EdTech,Semarang,Nasional,Ahmad Budiman,081291570184,2024-12-05
C307,PT Sentosa Systems,BUMN,Properti & Konstruksi,Jakarta,Nasional,Prita Prabowo,081571422410,2023-08-10
C308,PT Daya Nusantara,Startup,FMCG,Yogyakarta,Nasional,Eka Budiman,085258702070,2023-05-17
C309,PT Abadi Teknologi,Startup,Energi & Pertambangan,Surakarta,Nasional,Vina Lestari,085681792171,2023-12-30
C310,PT Sentosa Media,UMKM,Retail,Yogyakarta,Lokal,Yuni Syahputra,082155770171,2022-10-22
C311,PT Andalas Gemilang,BUMN,Telekomunikasi,Semarang,Nasional,Arif Handayani,081515814876,2022-09-18
C312,PT Cakra Sejahtera,UMKM,Travel & Hospitality,Surakarta,Lokal,Bima Fitriani,085266958321,2023-11-29
C313,PT Bangkit Nusantara,Corporate,Retail,Jakarta,Multinasional,Taufik Syahputra,081391965701,2024-06-30
C314,CV Indo Gemilang,Corporate,Energi & Pertambangan,Bandung,Lokal,Sinta Ningsih,085765190986,2023-10-11
C315,CV Mandiri Teknologi,Corporate,Travel & Hospitality,Depok,Multinasional,Erlangga Handoko,081603696566,2024-01-06
C316,PT Perkasa Konsultan,Startup,Media & Kreatif,Yogyakarta,Nasional,Julia Handoko,081622010276,2024-01-08
C317,CV Techno Indonesia,UMKM,Asuransi,Malang,Lokal,Gilang Maulana,087887653269,2024-05-21
C318,PT Bangkit Bangsa,UMKM,Otomotif,Jakarta,Lokal,Cahyo Safitri,087751971284,2024-01-22
C319,PT Esa Data,Corporate,E-commerce,Jakarta,Nasional,Anggi Wibowo,085880778795,2022-06-09
C320,PT Media Terapan,Startup,Media & Kreatif,Surakarta,Lokal,Dewi Cahyani,087792904904,2023-09-15
C321,PT Techno Indonesia,Corporate,Konsultan Manajemen,Jakarta,Lokal,Farhan Kurniawan,085229275243,2023-06-11
C322,PT Nusa Terapan,Corporate,Keuangan & Perbankan,Jakarta,Multinasional,Candra Firdaus,081566372395,2022-10-25
C323,PT Inti Cerdas,BUMN,Keuangan & Perbankan,Surakarta,Nasional,Tika Hartono,085683667428,2024-03-27
C324,PT Inovasi Mandiri,NGO,Retail,Jakarta,Nasional,Galih Pangestu,085356945441,2024-12-21
C325,CV Sinergi Informatika,Startup,Media & Kreatif,Jakarta,Lokal,Bayu Hidayat,083817534430,2022-05-20
C326,PT Techno Teknologi,NGO,Pendidikan & EdTech,Bekasi,Nasional,Dafa Anggraeni,082169212447,2022-09-03
C327,PT Sejahtera Abadi,UMKM,Properti & Konstruksi,Jakarta,Lokal,Zaki Cahyono,085804427173,2023-07-22
C328,PT Gemilang Solusi,UMKM,Logistik & Supply Chain,Surakarta,Lokal,Faisal Handayani,085710119470,2023-03-24
C329,PT Indo Systems,UMKM,Keuangan & Perbankan,Bandung,Nasional,Januar Handayani,081577661830,2024-03-12
C330,PT Andalas Nusantara,Corporate,FMCG,Jakarta,Multinasional,Yoga Pangestu,081651743280,2022-04-24
C331,PT Sinergi Mandiri,UMKM,Logistik & Supply Chain,Bandung,Lokal,Irfan Nugroho,082209376184,2024-06-15
C332,PT Makmur Digital,Startup,Keuangan & Perbankan,Jakarta,Lokal,Naufal Oktaviani,085387829310,2024-04-10
C333,CV Bangkit Systems,Startup,Keuangan & Perbankan,Jakarta,Lokal,Surya Wibowo,085717929111,2022-01-30
C334,PT Digital Data,BUMN,Asuransi,Jakarta,Nasional,Hana Ningsih,085282530925,2024-04-03
C335,PT Mega Abadi,Startup,Asuransi,Surakarta,Lokal,Oki Nugroho,082119620710,2024-06-17
C336,PT Nusa Data,UMKM,Telekomunikasi,Jakarta,Lokal,Naufal Firmansyah,085348763290,2024-09-01
C337,PT Nusa Logistik,Corporate,E-commerce,Bandung,Nasional,Muhammad Kurniawan,083819588373,2022-01-10
C338,PT Indo Media,BUMN,Agribisnis,Yogyakarta,Nasional,Dimas Oktaviani,085843645970,2022-11-24
C339,PT Bangkit Informatika,Startup,Manufaktur,Semarang,Nasional,Farhan Ningsih,085831531363,2024-05-08
C340,PT Indo Kreatif,NGO,Retail,Surakarta,Nasional,Surya Hakim,085735209042,2024-07-26
C341,PT Bumi Cerdas,Startup,Telekomunikasi,Bandung,Lokal,Fajar Gunawan,081687397740,2022-12-15
C342,PT Bina Sejahtera,Startup,Manufaktur,Malang,Lokal,Citra Nugroho,087780686717,2022-01-11
C343,PT Bina Data,Corporate,Teknologi Informasi,Semarang,Lokal,Putri Oktaviani,081307427990,2024-01-05
C344,PT Sejahtera Cerdas,Startup,Energi & Pertambangan,Surakarta,Lokal,Erlangga Cahyani,081365804649,2024-08-08
C345,PT Kreasi Terapan,UMKM,Properti & Konstruksi,Semarang,Nasional,Zaki Ramadhan,087790552818,2022-04-16
C346,CV Prima Utama,Startup,Logistik & Supply Chain,Bandung,Lokal,Umar Hakim,085786401557,2023-03-06
C347,PT Daya Informatika,BUMN,Agribisnis,Semarang,Nasional,Fani Puspitasari,085813711624,2024-12-27
C348,PT Global Solusi,Startup,Kesehatan & Farmasi,Yogyakarta,Lokal,Satria Gunawan,085382756704,2024-12-02
C349,CV Karya Digital,BUMN,Manufaktur,Surabaya,Nasional,Bunga Febriani,085857988774,2024-11-30
C350,PT Prima Bersama,BUMN,Media & Kreatif,Surabaya,Nasional,Yuni Handoko,081502547292,2023-04-10
C351,PT Mandiri Solusi,Pemerintah,Kesehatan & Farmasi,Surakarta,Lokal,Faisal Kusuma,085823805525,2023-10-11
C352,PT Bumi Konsultan,Startup,Teknologi Informasi,Jakarta,Lokal,Julia Pratama,085688547492,2024-07-27
C353,PT Makmur Utama,UMKM,Agribisnis,Tangerang,Lokal,Arif Puspitasari,081637515093,2023-09-23
C354,PT Esa Sejahtera,BUMN,Konsultan Manajemen,Surakarta,Nasional,Ika Rahmawati,081386375998,2022-06-21
C355,CV Perkasa Pratama,Corporate,Teknologi Informasi,Jakarta,Multinasional,Naufal Wulandari,087767426629,2024-07-01
C356,CV Sentosa Inovasi,Pemerintah,Otomotif,Bogor,Lokal,Ahmad Gunawan,085346287923,2024-02-09
C357,PT Sentosa Inovasi,Corporate,Retail,Jakarta,Lokal,Hana Oktaviani,085346273014,2023-09-07
C358,PT Karya Global,UMKM,Agribisnis,Yogyakarta,Lokal,Yoga Maulana,085690429025,2024-09-01
C359,PT Prima Pratama,Startup,Konsultan Manajemen,Jakarta,Lokal,Satria Handoko,083818321928,2023-12-31
C360,PT Global Konsultan,Corporate,Kesehatan & Farmasi,Surakarta,Nasional,Vina Putra,081332833898,2024-09-20
C361,PT Mega Perkasa,Corporate,E-commerce,Surakarta,Multinasional,Wulan Budiman,085652798524,2022-02-05
C362,PT Mega Sejahtera,Startup,Kesehatan & Farmasi,Semarang,Lokal,Dani Fitriani,081511076031,2022-09-24
C363,PT Daya Makmur,Startup,Logistik & Supply Chain,Tangerang,Nasional,Rendy Kurniawan,085239325012,2022-01-22
C364,PT Media Pratama,Startup,Otomotif,Surabaya,Lokal,Galih Febriani,081508334280,2024-10-31
C365,PT Nusa Gemilang,UMKM,Logistik & Supply Chain,Surakarta,Nasional,Januar Dewi,087815171827,2024-05-18
C366,PT Mandiri Konsultan,UMKM,E-commerce,Jakarta,Nasional,Ika Mahendra,082286463175,2024-07-24
C367,CV Inovasi Media,Corporate,Logistik & Supply Chain,Jakarta,Nasional,Arif Syahputra,085691215353,2022-09-02
C368,PT Gemilang Nusantara,Startup,Asuransi,Semarang,Nasional,Kirana Rahmawati,085267842711,2024-03-30
C369,PT Bangkit Inovasi,Startup,Kesehatan & Farmasi,Surakarta,Lokal,Ika Saputra,082169524991,2022-05-20
C370,PT Esa Cerdas,Corporate,Retail,Jakarta,Nasional,Devi Pangestu,083800616756,2023-06-20
C371,PT Sejahtera Teknologi,Startup,Travel & Hospitality,Bandung,Lokal,Dian Ramadhani,085767197889,2022-12-03
C372,PT Andalas Konsultan,BUMN,Otomotif,Surakarta,Nasional,Tiara Cahyono,085254500902,2023-06-24
C373,PT Solusi Cerdas,BUMN,Properti & Konstruksi,Jakarta,Nasional,Wulan Gunawan,085803334911,2024-05-26
C374,PT Mega Utama,Startup,Travel & Hospitality,Jakarta,Nasional,Rani Saputra,085679056965,2024-11-20
C375,PT Global Terapan,Corporate,Pendidikan & EdTech,Jakarta,Nasional,Rafi Budiman,085863718344,2023-11-27
C376,PT Global Makmur,Startup,E-commerce,Yogyakarta,Nasional,Anisa Santoso,085348468536,2023-03-06
C377,PT Inti Global,Corporate,Travel & Hospitality,Surakarta,Multinasional,Nanda Firdaus,082274896908,2024-11-23
C378,CV Sukses Gemilang,Startup,Kesehatan & Farmasi,Semarang,Lokal,Ulfa Santoso,085336442493,2024-06-10
C379,PT Bina Nusantara,Startup,Teknologi Informasi,Jakarta,Lokal,Ratna Prasetya,087803242044,2024-08-08
C380,PT Bangkit Terapan,Startup,E-commerce,Jakarta,Lokal,Hasna Rahmawati,081362319818,2024-04-13
C381,PT Techno Sejahtera,Corporate,Properti & Konstruksi,Jakarta,Nasional,Nisa Firmansyah,081323476490,2023-04-29
C382,PT Bakti Konsultan,Corporate,Manufaktur,Depok,Multinasional,Mira Ramadhan,081640900348,2024-01-14
C383,PT Mega Konsultan,BUMN,Retail,Jakarta,Nasional,Tika Setiawan,081634327560,2024-03-15
C384,PT Andalas Analitika,Corporate,Properti & Konstruksi,Semarang,Multinasional,Mega Santoso,085869857002,2022-11-25
C385,PT Prima Digital,Corporate,Telekomunikasi,Jakarta,Multinasional,Krisna Handayani,081529657724,2022-11-20
C386,CV Bakti Terapan,Startup,E-commerce,Jakarta,Nasional,Budi Wardani,085393173420,2023-04-05
C387,PT Perkasa Global,Startup,E-commerce,Bekasi,Lokal,Tasya Anggara,081671333447,2022-01-29
C388,PT Prima Perkasa,BUMN,Pendidikan & EdTech,Bogor,Nasional,Bayu Utami,087820443973,2023-08-03
C389,PT Sejahtera Data,Startup,Kesehatan & Farmasi,Malang,Lokal,Bagus Cahyono,085669411800,2024-03-25
C390,PT Bina Inovasi,NGO,Keuangan & Perbankan,Surakarta,Nasional,Amelia Rahmawati,085828092428,2024-02-20
C391,PT Graha Bersama,Corporate,E-commerce,Jakarta,Lokal,Citra Ramadhani,087745644948,2022-08-28
C392,PT Perkasa Bersama,Startup,Agribisnis,Semarang,Nasional,Joko Wibowo,082220742761,2022-04-19
C393,PT Cipta Gemilang,Corporate,Travel & Hospitality,Yogyakarta,Multinasional,Wahyu Setiawan,082242284993,2022-10-31
C394,PT Nusa Perkasa,NGO,Manufaktur,Semarang,Nasional,Satria Ningsih,085316591520,2023-11-05
C395,PT Sejahtera Karya,UMKM,Agribisnis,Yogyakarta,Lokal,Citra Oktaviani,085275923045,2022-01-12
C396,PT Abadi Data,Corporate,Media & Kreatif,Jakarta,Nasional,Kevin Cahyono,081564214764,2022-02-12
C397,PT Sukses Informatika,Startup,Retail,Malang,Nasional,Devi Ramadhan,085226610857,2022-07-04
C398,CV Indo Inovasi,Corporate,Otomotif,Surakarta,Lokal,Julia Ramadhani,085343864908,2024-09-05
C399,PT Cipta Informatika,Startup,Asuransi,Jakarta,Nasional,Tiara Setiawan,081580172260,2023-12-29
C400,PT Cakra Bersama,UMKM,Properti & Konstruksi,Bandung,Nasional,Isna Utami,082221941680,2023-06-27
C401,PT Bumi Systems,Corporate,Energi & Pertambangan,Malang,Nasional,Anggi Puspitasari,085864122031,2024-09-23
C402,CV Bina Perkasa,BUMN,Travel & Hospitality,Surakarta,Nasional,Julia Hartono,087801227770,2023-09-09
C403,PT Bina Kreatif,Startup,Energi & Pertambangan,Surakarta,Nasional,Riska Febriani,085284076789,2024-05-01
C404,PT Bangkit Sejahtera,UMKM,Otomotif,Surakarta,Lokal,Lutfia Hartono,081379576024,2023-07-03
C405,CV Andalas Pratama,Corporate,Otomotif,Jakarta,Nasional,Farel Handoko,085666572934,2024-08-17
C406,CV Sinergi Solusi,UMKM,Logistik & Supply Chain,Surabaya,Lokal,Putri Sari,083800545228,2024-10-08
C407,PT Karya Utama,Corporate,Manufaktur,Surakarta,Multinasional,Anisa Hakim,081508428910,2023-06-13
C408,PT Global Karya,Corporate,Otomotif,Surakarta,Multinasional,Dwi Handoko,085678712552,2024-01-11
C409,PT Sinergi Gemilang,Pemerintah,Teknologi Informasi,Jakarta,Multinasional,Mega Putra,081345653286,2023-12-01
C410,CV Prima Terapan,Corporate,Asuransi,Malang,Nasional,Faisal Firmansyah,081508115562,2024-01-11
C411,PT Mitra Sentosa,UMKM,Kesehatan & Farmasi,Tangerang,Nasional,Lutfia Ningsih,085684550489,2024-05-08
C412,CV Gemilang Systems,Startup,Travel & Hospitality,Bandung,Lokal,Lutfia Oktaviani,087834108562,2024-06-24
C413,PT Mandiri Kreatif,Startup,Travel & Hospitality,Jakarta,Lokal,Farel Pangestu,085243468105,2022-02-17
C414,PT Daya Pratama,Startup,Logistik & Supply Chain,Jakarta,Lokal,Putri Sulistyo,085298935449,2024-07-17
C415,CV Abadi Informatika,UMKM,Logistik & Supply Chain,Jakarta,Nasional,Joko Handayani,087861106273,2024-07-19
C416,PT Gemilang Makmur,Corporate,Energi & Pertambangan,Malang,Nasional,Nadia Gunawan,081622827728,2024-06-20
C417,PT Mega Logistik,Startup,Agribisnis,Surakarta,Nasional,Hana Kurniawan,085894082154,2022-09-01
C418,PT Solusi Terapan,Startup,Asuransi,Surakarta,Lokal,Lukman Sulistyo,087701851067,2023-08-04
C419,PT Graha Terapan,Corporate,Kesehatan & Farmasi,Semarang,Nasional,Julia Wulandari,085819966365,2024-07-10
C420,PT Cipta Media,BUMN,Konsultan Manajemen,Bandung,Nasional,Nanda Cahyani,081548181398,2022-12-06
C421,PT Mitra Makmur,Corporate,Agribisnis,Yogyakarta,Multinasional,Budi Permana,081533971895,2024-12-25
C422,PT Cipta Inovasi,BUMN,Teknologi Informasi,Jakarta,Nasional,Bella Adriansyah,085864111824,2023-01-05
C423,CV Nusa Abadi,UMKM,Kesehatan & Farmasi,Jakarta,Lokal,Lestari Saputra,085604615265,2022-05-01
C424,PT Abadi Karya,BUMN,Keuangan & Perbankan,Jakarta,Nasional,Mega Ardiansyah,083861405786,2023-04-30
C425,PT Andalas Digital,Corporate,Manufaktur,Tangerang,Multinasional,Gibran Wardani,085324967183,2022-07-27
C426,CV Sukses Konsultan,Pemerintah,Manufaktur,Yogyakarta,Nasional,Ahmad Anggara,081694200749,2024-07-14
C427,PT Abadi Pratama,BUMN,Pendidikan & EdTech,Bandung,Nasional,Citra Putra,085689141612,2024-11-11
C428,PT Jaya Bersama,Corporate,Otomotif,Bekasi,Multinasional,Salma Handayani,087743553795,2023-12-03
C429,PT Bangkit Cerdas,Corporate,E-commerce,Surabaya,Lokal,Ika Kurniawan,085869562017,2022-03-05
C430,PT Sinergi Data,BUMN,Telekomunikasi,Surabaya,Nasional,Ivan Ramadhan,081247930361,2023-03-29
C431,CV Sinergi Media,UMKM,Media & Kreatif,Surakarta,Lokal,Sinta Dewi,083843089487,2022-09-18
C432,PT Perkasa Systems,UMKM,Keuangan & Perbankan,Malang,Nasional,Rangga Adriansyah,087775803046,2023-07-16
C433,PT Gemilang Kreatif,Startup,Teknologi Informasi,Bogor,Nasional,Muhammad Putra,085841107609,2022-06-02
C434,PT Inti Sejahtera,Startup,Manufaktur,Bekasi,Lokal,Eka Nugraha,085297179110,2023-11-15
C435,PT Abadi Utama,BUMN,E-commerce,Surabaya,Nasional,Dewi Budiman,085261108046,2022-05-07
C436,PT Inovasi Gemilang,Corporate,Asuransi,Malang,Nasional,Nadya Suryadi,085231109193,2022-02-23
C437,PT Mitra Indonesia,Startup,Asuransi,Yogyakarta,Lokal,Tiara Pangestu,081522749545,2024-01-03
C438,CV Mitra Sejahtera,Corporate,Travel & Hospitality,Malang,Lokal,Rendy Santoso,085837795995,2023-02-15
C439,PT Sentosa Perkasa,Startup,Logistik & Supply Chain,Yogyakarta,Lokal,Olivia Pratama,085333793375,2022-03-28
C440,PT Kreasi Sentosa,Startup,Teknologi Informasi,Jakarta,Lokal,Satria Mahendra,082295003342,2022-08-24
C441,CV Graha Bangsa,Corporate,Media & Kreatif,Surakarta,Multinasional,Budi Ningsih,082161534735,2023-06-21
C442,PT Mega Indonesia,BUMN,Kesehatan & Farmasi,Surabaya,Nasional,Lina Ramadhan,085896309938,2023-01-28
C443,PT Indo Utama,Startup,Konsultan Manajemen,Malang,Lokal,Dwi Setiawan,081579128685,2024-09-28
C444,PT Esa Gemilang,Startup,FMCG,Yogyakarta,Nasional,Tiara Syahputra,085390333736,2024-08-28
C445,CV Sentosa Perkasa,BUMN,Media & Kreatif,Bekasi,Nasional,Ratna Setiawan,082114785390,2024-02-06
C446,PT Daya Global,Startup,Retail,Yogyakarta,Nasional,Zahra Saputra,082173415148,2023-10-12
C447,PT Techno Terapan,Startup,Manufaktur,Surakarta,Lokal,Maya Ningsih,085844439284,2023-02-15
C448,PT Gemilang Sentosa,BUMN,Teknologi Informasi,Yogyakarta,Nasional,Erlangga Syahputra,082233738987,2024-11-15
C449,CV Perkasa Cerdas,NGO,Asuransi,Jakarta,Nasional,Indah Safitri,081624075536,2022-03-03
C450,PT Prima Indonesia,Pemerintah,Properti & Konstruksi,Yogyakarta,Nasional,Nisa Syahputra,081386371597,2024-03-11
C451,PT Techno Solusi,Startup,Travel & Hospitality,Surakarta,Lokal,Lukman Lestari,081364334817,2024-09-27
C452,PT Bumi Utama,BUMN,Asuransi,Jakarta,Nasional,Luthfi Gunawan,087716323467,2022-08-15
C453,CV Sentosa Makmur,Startup,Retail,Jakarta,Lokal,Bima Syahputra,085238597779,2024-07-01
C454,PT Media Logistik,BUMN,Telekomunikasi,Jakarta,Nasional,Putri Utami,085267629160,2022-12-25
C455,CV Bumi Abadi,BUMN,Travel & Hospitality,Jakarta,Nasional,Ivan Gunawan,081581511856,2022-05-17
C456,CV Daya Teknologi,Corporate,E-commerce,Bandung,Nasional,Hesti Lestari,087800412577,2023-12-05
C457,PT Karya Data,Corporate,Manufaktur,Semarang,Nasional,Kevin Saputra,085212418621,2023-07-26
C458,PT Media Solusi,Startup,Keuangan & Perbankan,Malang,Nasional,Zaki Fitriani,085770900633,2022-04-08
C459,PT Solusi Perkasa,Startup,Teknologi Informasi,Jakarta,Lokal,Aditya Rahmawati,082120681558,2023-03-28
C460,CV Kreasi Konsultan,Corporate,Asuransi,Surakarta,Multinasional,Lestari Pratama,087850637314,2024-01-01
C461,PT Sukses Teknologi,Startup,Pendidikan & EdTech,Jakarta,Lokal,Bagus Pangestu,081592419562,2024-10-20
C462,PT Andalas Data,Startup,Retail,Jakarta,Lokal,Oscar Saputra,085214363910,2023-04-22
