NIM,nama,program_studi,semester,hp,email_pribadi,email_kampus,bidang_minat,jenis_penempatan_diminati,bulan_masuk
20191829,Umar Puspitasari,Informatika,9,083836514690,umar.puspitasari@gmail.com,20191829@student.uns.ac.id,Teknologi,Part-time,Agustus 2019
20211830,Luthfi Dewi,Akuntansi,6,081205783410,luthfi.dewi@gmail.com,20211830@student.uns.ac.id,Bisnis,Part-time,September 2021
20221831,Wulan Nugroho,Pendidikan Teknik Informatika,5,085751364029,wulan.nugroho@gmail.com,20221831@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
20231832,Dwi Firmansyah,Desain Komunikasi Visual,2,081231215595,dwi.firmansyah@gmail.com,20231832@student.uns.ac.id,Desain,Part-time,September 2023
20221833,Sinta Nugraha,Sistem Informasi,4,087855360181,sinta.nugraha@gmail.com,20221833@student.uns.ac.id,Teknologi,Magang,September 2022
20201834,Tasya Pratama,Sistem Informasi,9,085838361449,tasya.pratama@gmail.com,20201834@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20201835,Bima Santoso,Desain Komunikasi Visual,8,081346872611,bima.santoso@gmail.com,20201835@student.uns.ac.id,Desain,Full-time,Agustus 2020
20211836,Ayu Utami,Sistem Informasi,5,081635599673,ayu.utami@gmail.com,20211836@student.uns.ac.id,Teknologi,Magang,September 2021
20201837,Joko Kurniawan,Sistem Informasi,7,085766629136,joko.kurniawan@gmail.com,20201837@student.uns.ac.id,Teknologi,Magang,Februari 2020
20231838,Vino Dewi,Ilmu Komunikasi,2,081646120584,vino.dewi@gmail.com,20231838@student.uns.ac.id,Sosial,Magang,September 2023
20221839,Qonita Mahendra,Teknik Mesin,5,085781335333,qonita.mahendra@gmail.com,20221839@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20231840,Eka Mahendra,Teknik Mesin,3,085865825548,eka.mahendra@gmail.com,20231840@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20221841,Ratna Sulistyo,Pendidikan Teknik Informatika,4,085358790507,ratna.sulistyo@gmail.com,20221841@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
20231842,Aldi Sulistyo,Ilmu Komunikasi,2,085385636667,aldi.sulistyo@gmail.com,20231842@student.uns.ac.id,Sosial,Full-time,Maret 2023
20201843,Gibran Anggraeni,Statistika,9,083897547011,gibran.anggraeni@gmail.com,20201843@student.uns.ac.id,Sains,Magang,September 2020
20201844,Maya Handayani,Teknik Mesin,9,082172828815,maya.handayani@gmail.com,20201844@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
20231845,Riska Puspitasari,Psikologi,2,085374477064,riska.puspitasari@gmail.com,20231845@student.uns.ac.id,Sosial,Magang,Agustus 2023
20221846,Pandu Suryadi,Akuntansi,3,085642350688,pandu.suryadi@gmail.com,20221846@student.uns.ac.id,Bisnis,Magang,Agustus 2022
20211847,Oki Dewi,Desain Komunikasi Visual,7,081663823919,oki.dewi@gmail.com,20211847@student.uns.ac.id,Desain,Part-time,September 2021
20201848,Kirana Fitriani,Statistika,9,085756031868,kirana.fitriani@gmail.com,20201848@student.uns.ac.id,Sains,Magang,September 2020
20231849,Yuni Febriani,Sistem Informasi,3,081329645482,yuni.febriani@gmail.com,20231849@student.uns.ac.id,Teknologi,Full-time,September 2023
20211850,Nanda Wulandari,Statistika,7,085241364477,nanda.wulandari@gmail.com,20211850@student.uns.ac.id,Sains,Part-time,Agustus 2021
20201851,Hendra Pangestu,Akuntansi,8,081347082319,hendra.pangestu@gmail.com,20201851@student.uns.ac.id,Bisnis,Part-time,Februari 2020
20221852,Hanif Oktaviani,Sistem Informasi,5,083844271804,hanif.oktaviani@gmail.com,20221852@student.uns.ac.id,Teknologi,Part-time,Februari 2022
20211853,Lukman Pangestu,Farmasi,7,085374475636,lukman.pangestu@gmail.com,20211853@student.uns.ac.id,Sains,Magang,Agustus 2021
20211854,Rendy Nugraha,Manajemen,6,087712506821,rendy.nugraha@gmail.com,20211854@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20221855,Ahmad Dewi,Pendidikan Teknik Informatika,4,085279519624,ahmad.dewi@gmail.com,20221855@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
20211856,Citra Ramadhan,Teknik Mesin,7,085891998855,citra.ramadhan@gmail.com,20211856@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
20201857,Prasetyo Firmansyah,Ilmu Komunikasi,8,085284585542,prasetyo.firmansyah@gmail.com,20201857@student.uns.ac.id,Sosial,Magang,Agustus 2020
20201858,Umar Handoko,Statistika,9,081691298967,umar.handoko@gmail.com,20201858@student.uns.ac.id,Sains,Full-time,September 2020
20211859,Ika Ningsih,Teknik Industri,5,082130017195,ika.ningsih@gmail.com,20211859@student.uns.ac.id,Teknologi,Part-time,September 2021
20231860,Lutfia Hartono,Sastra Inggris,2,081366215674,lutfia.hartono@gmail.com,20231860@student.uns.ac.id,Sosial,Part-time,September 2023
20221861,Nisa Firdaus,Teknik Industri,4,087838602687,nisa.firdaus@gmail.com,20221861@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20231862,Vina Maulana,Teknik Industri,2,083865852288,vina.maulana@gmail.com,20231862@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20221863,Nadia Kurniawan,Manajemen,4,082241058828,nadia.kurniawan@gmail.com,20221863@student.uns.ac.id,Bisnis,Magang,September 2022
20211864,Yoga Setiawan,Akuntansi,7,081209706440,yoga.setiawan@gmail.com,20211864@student.uns.ac.id,Bisnis,Magang,September 2021
20231865,Hasna Santoso,Ilmu Komunikasi,3,081315552402,hasna.santoso@gmail.com,20231865@student.uns.ac.id,Sosial,Full-time,September 2023
20231866,Dimas Kurniawan,Teknik Mesin,2,085339531169,dimas.kurniawan@gmail.com,20231866@student.uns.ac.id,Teknologi,Full-time,Agustus 2023
20211867,Wahyu Ramadhani,Sistem Informasi,5,083896071376,wahyu.ramadhani@gmail.com,20211867@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
20211868,Ayu Rahmawati,Farmasi,5,085806405118,ayu.rahmawati@gmail.com,20211868@student.uns.ac.id,Sains,Magang,Agustus 2021
20211869,Bella Fitriani,Statistika,7,085204389353,bella.fitriani@gmail.com,20211869@student.uns.ac.id,Sains,Magang,September 2021
20201870,Farhan Firmansyah,Farmasi,8,085711341481,farhan.firmansyah@gmail.com,20201870@student.uns.ac.id,Sains,Magang,September 2020
20201871,Erlangga Cahyono,Teknik Mesin,9,083839688560,erlangga.cahyono@gmail.com,20201871@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20221872,Anggi Permana,Teknik Elektro,4,085231957996,anggi.permana@gmail.com,20221872@student.uns.ac.id,Teknologi,Magang,September 2022
20211873,Lukman Cahyani,Teknik Industri,7,085394930784,lukman.cahyani@gmail.com,20211873@student.uns.ac.id,Teknologi,Part-time,September 2021
20211874,Qonita Anggraeni,Desain Komunikasi Visual,5,082207714650,qonita.anggraeni@gmail.com,20211874@student.uns.ac.id,Desain,Part-time,Agustus 2021
20221875,Maulana Prasetya,Informatika,3,081691081898,maulana.prasetya@gmail.com,20221875@student.uns.ac.id,Teknologi,Magang,Februari 2022
20201876,Hanif Adriansyah,Informatika,7,085344445325,hanif.adriansyah@gmail.com,20201876@student.uns.ac.id,Teknologi,Magang,September 2020
20211877,Fajar Fitriani,Informatika,7,081309452658,fajar.fitriani@gmail.com,20211877@student.uns.ac.id,Teknologi,Full-time,Agustus 2021
20221878,Eka Gunawan,Teknik Mesin,3,081600088887,eka.gunawan@gmail.com,20221878@student.uns.ac.id,Teknologi,Magang,September 2022
20221879,Riska Hidayat,Teknik Elektro,4,083855693149,riska.hidayat@gmail.com,20221879@student.uns.ac.id,Teknologi,Magang,Februari 2022
20211880,Prita Wardani,Informatika,5,087761990377,prita.wardani@gmail.com,20211880@student.uns.ac.id,Teknologi,Magang,September 2021
20211881,Galih Pratama,Sastra Inggris,6,085359335851,galih.pratama@gmail.com,20211881@student.uns.ac.id,Sosial,Part-time,Agustus 2021
20221882,Hasna Santoso,Ilmu Komunikasi,5,081667239798,hasna.santoso@gmail.com,20221882@student.uns.ac.id,Sosial,Magang,Agustus 2022
20221883,Galih Adriansyah,Pendidikan Teknik Informatika,3,081605955870,galih.adriansyah@gmail.com,20221883@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20211884,Olivia Fitriani,Manajemen,6,082225496607,olivia.fitriani@gmail.com,20211884@student.uns.ac.id,Bisnis,Magang,September 2021
20221885,Maulana Cahyani,Manajemen,4,085871216629,maulana.cahyani@gmail.com,20221885@student.uns.ac.id,Bisnis,Magang,Agustus 2022
20211886,Nadya Cahyani,Psikologi,5,085204268544,nadya.cahyani@gmail.com,20211886@student.uns.ac.id,Sosial,Magang,September 2021
20211887,Surya Oktaviani,Ilmu Komunikasi,7,085293219133,surya.oktaviani@gmail.com,20211887@student.uns.ac.id,Sosial,Full-time,September 2021
20221888,Tika Ramadhani,Informatika,5,085685645044,tika.ramadhani@gmail.com,20221888@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20211889,Bella Nugraha,Teknik Elektro,7,082216641700,bella.nugraha@gmail.com,20211889@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20201890,Faisal Febriani,Informatika,8,085606605808,faisal.febriani@gmail.com,20201890@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20221891,Tiara Pratama,Psikologi,5,081288807242,tiara.pratama@gmail.com,20221891@student.uns.ac.id,Sosial,Part-time,Agustus 2022
20231892,Vina Wijaya,Informatika,3,082126966734,vina.wijaya@gmail.com,20231892@student.uns.ac.id,Teknologi,Full-time,Maret 2023
20221893,Dewi Setiawan,Statistika,5,085849146516,dewi.setiawan@gmail.com,20221893@student.uns.ac.id,Sains,Part-time,September 2022
20231894,Hendra Firmansyah,Manajemen,3,081371867096,hendra.firmansyah@gmail.com,20231894@student.uns.ac.id,Bisnis,Magang,September 2023
20221895,Indah Saputra,Pendidikan Teknik Informatika,4,087713325819,indah.saputra@gmail.com,20221895@student.uns.ac.id,Teknologi,Full-time,September 2022
20221896,Qori Wardani,Teknik Sipil,3,082262569153,qori.wardani@gmail.com,20221896@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20231897,Ahmad Suryadi,Ekonomi Pembangunan,2,082140466101,ahmad.suryadi@gmail.com,20231897@student.uns.ac.id,Bisnis,Part-time,Maret 2023
20191898,Nanda Hakim,Statistika,9,082229865366,nanda.hakim@gmail.com,20191898@student.uns.ac.id,Sains,Magang,Agustus 2019
20221899,Wulan Saputra,Desain Komunikasi Visual,5,081603743612,wulan.saputra@gmail.com,20221899@student.uns.ac.id,Desain,Part-time,September 2022
20211900,Kartika Ardiansyah,Desain Komunikasi Visual,7,083891241521,kartika.ardiansyah@gmail.com,20211900@student.uns.ac.id,Desain,Full-time,Agustus 2021
20201901,Rendy Sari,Akuntansi,7,082228979573,rendy.sari@gmail.com,20201901@student.uns.ac.id,Bisnis,Magang,September 2020
20211902,Yuni Prasetya,Pendidikan Teknik Informatika,7,081289452072,yuni.prasetya@gmail.com,20211902@student.uns.ac.id,Teknologi,Part-time,September 2021
20231903,Winda Permana,Statistika,2,085613309845,winda.permana@gmail.com,20231903@student.uns.ac.id,Sains,Part-time,September 2023
20211904,Bima Ramadhan,Teknik Elektro,7,085814136325,bima.ramadhan@gmail.com,20211904@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20231905,Hesti Hidayat,Teknik Industri,3,087813111372,hesti.hidayat@gmail.com,20231905@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20231906,Kirana Handayani,Desain Komunikasi Visual,2,085652211118,kirana.handayani@gmail.com,20231906@student.uns.ac.id,Desain,Full-time,Agustus 2023
20221907,Hafiz Wulandari,Informatika,4,082209138919,hafiz.wulandari@gmail.com,20221907@student.uns.ac.id,Teknologi,Full-time,Agustus 2022
20221908,Elsa Saputra,Sistem Informasi,5,085381814335,elsa.saputra@gmail.com,20221908@student.uns.ac.id,Teknologi,Part-time,September 2022
20231909,Lestari Pangestu,Teknik Industri,2,083887796807,lestari.pangestu@gmail.com,20231909@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20211910,Sinta Wibowo,Sistem Informasi,6,082259864840,sinta.wibowo@gmail.com,20211910@student.uns.ac.id,Teknologi,Magang,September 2021
20221911,Rangga Nugraha,Akuntansi,3,085722489801,rangga.nugraha@gmail.com,20221911@student.uns.ac.id,Bisnis,Full-time,September 2022
20211912,Prita Safitri,Ekonomi Pembangunan,5,085215965866,prita.safitri@gmail.com,20211912@student.uns.ac.id,Bisnis,Part-time,Agustus 2021
20221913,Rizky Wibowo,Psikologi,4,085753679326,rizky.wibowo@gmail.com,20221913@student.uns.ac.id,Sosial,Full-time,September 2022
20201914,Wulan Ningsih,Manajemen,9,085896614466,wulan.ningsih@gmail.com,20201914@student.uns.ac.id,Bisnis,Full-time,Agustus 2020
20211915,Tiara Wibowo,Akuntansi,7,081270611402,tiara.wibowo@gmail.com,20211915@student.uns.ac.id,Bisnis,Magang,September 2021
20201916,Bima Cahyani,Teknik Elektro,9,083855229509,bima.cahyani@gmail.com,20201916@student.uns.ac.id,Teknologi,Full-time,September 2020
20221917,Nisa Prasetya,Informatika,5,085661817457,nisa.prasetya@gmail.com,20221917@student.uns.ac.id,Teknologi,Magang,September 2022
20221918,Amelia Adriansyah,Pendidikan Teknik Informatika,4,085300897303,amelia.adriansyah@gmail.com,20221918@student.uns.ac.id,Teknologi,Part-time,September 2022
20211919,Gilang Anggara,Teknik Industri,6,085709705550,gilang.anggara@gmail.com,20211919@student.uns.ac.id,Teknologi,Magang,September 2021
20201920,Naufal Lestari,Sastra Inggris,8,081572749631,naufal.lestari@gmail.com,20201920@student.uns.ac.id,Sosial,Part-time,Februari 2020
20221921,Putri Sulistyo,Teknik Industri,3,081215852632,putri.sulistyo@gmail.com,20221921@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
20211922,Cahyo Mahendra,Statistika,7,083884620542,cahyo.mahendra@gmail.com,20211922@student.uns.ac.id,Sains,Magang,September 2021
20191923,Fajar Adriansyah,Manajemen,11,085640188149,fajar.adriansyah@gmail.com,20191923@student.uns.ac.id,Bisnis,Magang,Agustus 2019
20211924,Nadia Kusuma,Informatika,5,085351319482,nadia.kusuma@gmail.com,20211924@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20221925,Gilang Gunawan,Desain Komunikasi Visual,4,085871886835,gilang.gunawan@gmail.com,20221925@student.uns.ac.id,Desain,Magang,September 2022
20231926,Olivia Anggara,Teknik Industri,2,085779319807,olivia.anggara@gmail.com,20231926@student.uns.ac.id,Teknologi,Magang,September 2023
20201927,Muhammad Prasetya,Manajemen,7,085723739977,muhammad.prasetya@gmail.com,20201927@student.uns.ac.id,Bisnis,Magang,Agustus 2020
20221928,Rizky Ningsih,Informatika,5,087843235906,rizky.ningsih@gmail.com,20221928@student.uns.ac.id,Teknologi,Magang,September 2022
20211929,Fani Prabowo,Psikologi,6,081242109979,fani.prabowo@gmail.com,20211929@student.uns.ac.id,Sosial,Magang,September 2021
20221930,Intan Gunawan,Statistika,3,085367939927,intan.gunawan@gmail.com,20221930@student.uns.ac.id,Sains,Part-time,September 2022
20231931,Zaki Cahyani,Statistika,3,085209789207,zaki.cahyani@gmail.com,20231931@student.uns.ac.id,Sains,Part-time,Maret 2023
20221932,Aldi Wijaya,Akuntansi,3,082140831952,aldi.wijaya@gmail.com,20221932@student.uns.ac.id,Bisnis,Magang,Agustus 2022
20221933,Qonita Nugraha,Manajemen,4,082222505467,qonita.nugraha@gmail.com,20221933@student.uns.ac.id,Bisnis,Magang,Maret 2022
20221934,Mega Wardani,Ilmu Hukum,3,085774200289,mega.wardani@gmail.com,20221934@student.uns.ac.id,Sosial,Part-time,September 2022
20221935,Taufik Dewi,Desain Komunikasi Visual,3,085738801372,taufik.dewi@gmail.com,20221935@student.uns.ac.id,Desain,Full-time,Februari 2022
20221936,Luthfi Wardani,Farmasi,3,087857385375,luthfi.wardani@gmail.com,20221936@student.uns.ac.id,Sains,Part-time,September 2022
20231937,Lukman Firmansyah,Informatika,2,085380560222,lukman.firmansyah@gmail.com,20231937@student.uns.ac.id,Teknologi,Part-time,September 2023
20211938,Oscar Putra,Ilmu Komunikasi,7,081206840964,oscar.putra@gmail.com,20211938@student.uns.ac.id,Sosial,Magang,Agustus 2021
20231939,Nanda Dewi,Ekonomi Pembangunan,2,085232008224,nanda.dewi@gmail.com,20231939@student.uns.ac.id,Bisnis,Magang,Agustus 2023
20211940,Oscar Nugroho,Ilmu Komunikasi,5,081570419364,oscar.nugroho@gmail.com,20211940@student.uns.ac.id,Sosial,Magang,September 2021
20191941,Rani Hidayat,Teknik Mesin,9,082124132950,rani.hidayat@gmail.com,20191941@student.uns.ac.id,Teknologi,Magang,Februari 2019
20201942,Pandu Utami,Sistem Informasi,9,085228581427,pandu.utami@gmail.com,20201942@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20211943,Lukman Ramadhani,Informatika,6,081301995321,lukman.ramadhani@gmail.com,20211943@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20191944,Mega Oktaviani,Teknik Elektro,11,085335194199,mega.oktaviani@gmail.com,20191944@student.uns.ac.id,Teknologi,Part-time,Agustus 2019
20211945,Ivan Gunawan,Teknik Industri,7,085731670141,ivan.gunawan@gmail.com,20211945@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20231946,Taufik Ningsih,Pendidikan Teknik Informatika,3,085356200983,taufik.ningsih@gmail.com,20231946@student.uns.ac.id,Teknologi,Magang,Agustus 2023
20221947,Maya Prasetya,Psikologi,3,082152056567,maya.prasetya@gmail.com,20221947@student.uns.ac.id,Sosial,Part-time,Agustus 2022
20221948,Farel Ardiansyah,Manajemen,3,081594401305,farel.ardiansyah@gmail.com,20221948@student.uns.ac.id,Bisnis,Magang,Februari 2022
20231949,Indah Prabowo,Sastra Inggris,2,085397073068,indah.prabowo@gmail.com,20231949@student.uns.ac.id,Sosial,Magang,Agustus 2023
20211950,Ratna Prasetya,Ilmu Hukum,7,082128540402,ratna.prasetya@gmail.com,20211950@student.uns.ac.id,Sosial,Part-time,Agustus 2021
20211951,Dani Cahyono,Psikologi,7,081356225848,dani.cahyono@gmail.com,20211951@student.uns.ac.id,Sosial,Part-time,September 2021
20201952,Bayu Pratama,Teknik Elektro,9,083814705649,bayu.pratama@gmail.com,20201952@student.uns.ac.id,Teknologi,Part-time,Agustus 2020
20221953,Candra Hartono,Sistem Informasi,3,082234533843,candra.hartono@gmail.com,20221953@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20191954,Bayu Anggraeni,Manajemen,11,085620852056,bayu.anggraeni@gmail.com,20191954@student.uns.ac.id,Bisnis,Magang,Agustus 2019
20211955,Muhammad Kusuma,Teknik Industri,6,085695197439,muhammad.kusuma@gmail.com,20211955@student.uns.ac.id,Teknologi,Magang,September 2021
20221956,Qori Handoko,Psikologi,5,085692095455,qori.handoko@gmail.com,20221956@student.uns.ac.id,Sosial,Full-time,September 2022
20211957,Lukman Ardiansyah,Akuntansi,5,085249442283,lukman.ardiansyah@gmail.com,20211957@student.uns.ac.id,Bisnis,Full-time,September 2021
20201958,Hasna Maulana,Teknik Sipil,8,081249550947,hasna.maulana@gmail.com,20201958@student.uns.ac.id,Teknologi,Part-time,September 2020
20221959,Mira Handoko,Informatika,4,081305925121,mira.handoko@gmail.com,20221959@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20201960,Zahra Putra,Teknik Industri,7,087855636300,zahra.putra@gmail.com,20201960@student.uns.ac.id,Teknologi,Full-time,Maret 2020
20231961,Elsa Ningsih,Sastra Inggris,2,087840755694,elsa.ningsih@gmail.com,20231961@student.uns.ac.id,Sosial,Magang,Agustus 2023
20231962,Zahra Wulandari,Teknik Sipil,2,082296257741,zahra.wulandari@gmail.com,20231962@student.uns.ac.id,Teknologi,Part-time,Agustus 2023
20221963,Aditya Prasetya,Agroteknologi,4,087764063365,aditya.prasetya@gmail.com,20221963@student.uns.ac.id,Sains,Part-time,September 2022
20211964,Hana Mahendra,Informatika,5,087893924962,hana.mahendra@gmail.com,20211964@student.uns.ac.id,Teknologi,Magang,September 2021
20211965,Maya Prasetya,Ilmu Komunikasi,5,087828379477,maya.prasetya@gmail.com,20211965@student.uns.ac.id,Sosial,Magang,September 2021
20221966,Ivan Sulistyo,Sistem Informasi,5,087786760534,ivan.sulistyo@gmail.com,20221966@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20221967,Citra Sari,Teknik Elektro,5,085654980618,citra.sari@gmail.com,20221967@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20231968,Tika Wardani,Psikologi,2,087846036324,tika.wardani@gmail.com,20231968@student.uns.ac.id,Sosial,Full-time,September 2023
20201969,Amelia Utami,Sistem Informasi,7,082266566739,amelia.utami@gmail.com,20201969@student.uns.ac.id,Teknologi,Magang,Februari 2020
20201970,Ivan Putra,Akuntansi,8,085676147665,ivan.putra@gmail.com,20201970@student.uns.ac.id,Bisnis,Magang,Agustus 2020
20221971,Dinda Kurniawan,Manajemen,3,085623494572,dinda.kurniawan@gmail.com,20221971@student.uns.ac.id,Bisnis,Magang,Februari 2022
20211972,Winda Setiawan,Manajemen,6,085781099578,winda.setiawan@gmail.com,20211972@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20231973,Naufal Adriansyah,Ilmu Komunikasi,2,082215667053,naufal.adriansyah@gmail.com,20231973@student.uns.ac.id,Sosial,Magang,Agustus 2023
20231974,Luthfi Nugraha,Teknik Elektro,3,085262498956,luthfi.nugraha@gmail.com,20231974@student.uns.ac.id,Teknologi,Magang,September 2023
20221975,Eka Nugroho,Ilmu Hukum,3,083863804044,eka.nugroho@gmail.com,20221975@student.uns.ac.id,Sosial,Full-time,Maret 2022
20201976,Eka Syahputra,Manajemen,9,081263548539,eka.syahputra@gmail.com,20201976@student.uns.ac.id,Bisnis,Magang,Februari 2020
20231977,Surya Ardiansyah,Psikologi,2,081257498758,surya.ardiansyah@gmail.com,20231977@student.uns.ac.id,Sosial,Magang,Agustus 2023
20221978,Anisa Wulandari,Ilmu Hukum,3,081338992793,anisa.wulandari@gmail.com,20221978@student.uns.ac.id,Sosial,Magang,Agustus 2022
20211979,Salma Kusuma,Desain Komunikasi Visual,6,085673019952,salma.kusuma@gmail.com,20211979@student.uns.ac.id,Desain,Magang,Agustus 2021
20211980,Lina Hakim,Sastra Inggris,6,085866363051,lina.hakim@gmail.com,20211980@student.uns.ac.id,Sosial,Part-time,Agustus 2021
20201981,Bayu Lestari,Ilmu Hukum,9,087733385683,bayu.lestari@gmail.com,20201981@student.uns.ac.id,Sosial,Full-time,Agustus 2020
20211982,Fani Nugroho,Statistika,7,081234316292,fani.nugroho@gmail.com,20211982@student.uns.ac.id,Sains,Magang,Februari 2021
20211983,Amelia Utami,Sistem Informasi,5,087712057492,amelia.utami@gmail.com,20211983@student.uns.ac.id,Teknologi,Magang,Agustus 2021
20231984,Surya Pangestu,Manajemen,2,081587024564,surya.pangestu@gmail.com,20231984@student.uns.ac.id,Bisnis,Part-time,September 2023
20221985,Lutfia Ardiansyah,Teknik Industri,3,085390700960,lutfia.ardiansyah@gmail.com,20221985@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20221986,Intan Budiman,Teknik Industri,5,085371615633,intan.budiman@gmail.com,20221986@student.uns.ac.id,Teknologi,Magang,Februari 2022
20211987,Ika Setiawan,Informatika,7,082212303672,ika.setiawan@gmail.com,20211987@student.uns.ac.id,Teknologi,Part-time,Agustus 2021
20211988,Fani Dewi,Pendidikan Teknik Informatika,5,081235034206,fani.dewi@gmail.com,20211988@student.uns.ac.id,Teknologi,Part-time,September 2021
20201989,Nadia Adriansyah,Statistika,8,081316883921,nadia.adriansyah@gmail.com,20201989@student.uns.ac.id,Sains,Part-time,September 2020
20231990,Anisa Wijaya,Ilmu Komunikasi,2,081546676682,anisa.wijaya@gmail.com,20231990@student.uns.ac.id,Sosial,Magang,September 2023
20221991,Budi Sulistyo,Akuntansi,4,085764385088,budi.sulistyo@gmail.com,20221991@student.uns.ac.id,Bisnis,Part-time,September 2022
20231992,Ika Mahendra,Informatika,2,085728358874,ika.mahendra@gmail.com,20231992@student.uns.ac.id,Teknologi,Part-time,Maret 2023
20201993,Oki Permana,Teknik Industri,9,087794898301,oki.permana@gmail.com,20201993@student.uns.ac.id,Teknologi,Part-time,September 2020
20221994,Elsa Wibowo,Agroteknologi,3,085639398567,elsa.wibowo@gmail.com,20221994@student.uns.ac.id,Sains,Magang,September 2022
20221995,Anisa Pratama,Pendidikan Teknik Informatika,5,083839654894,anisa.pratama@gmail.com,20221995@student.uns.ac.id,Teknologi,Magang,September 2022
20221996,Rendy Ardiansyah,Akuntansi,3,087834716780,rendy.ardiansyah@gmail.com,20221996@student.uns.ac.id,Bisnis,Magang,Maret 2022
20211997,Farah Rahmawati,Sastra Inggris,7,081529258249,farah.rahmawati@gmail.com,20211997@student.uns.ac.id,Sosial,Magang,September 2021
20201998,Maulana Mahendra,Teknik Industri,9,085605876869,maulana.mahendra@gmail.com,20201998@student.uns.ac.id,Teknologi,Magang,Agustus 2020
20221999,Eka Wardani,Agroteknologi,3,081378741056,eka.wardani@gmail.com,20221999@student.uns.ac.id,Sains,Magang,September 2022
20212000,Bayu Utami,Ilmu Hukum,6,081557865357,bayu.utami@gmail.com,20212000@student.uns.ac.id,Sosial,Magang,Agustus 2021
20222001,Amelia Anggara,Teknik Sipil,4,082111245861,amelia.anggara@gmail.com,20222001@student.uns.ac.id,Teknologi,Magang,Agustus 2022
20212002,Kirana Puspitasari,Ekonomi Pembangunan,7,085618519968,kirana.puspitasari@gmail.com,20212002@student.uns.ac.id,Bisnis,Full-time,Maret 2021
20212003,Hanif Sulistyo,Manajemen,5,082271059602,hanif.sulistyo@gmail.com,20212003@student.uns.ac.id,Bisnis,Magang,Agustus 2021
20202004,Rizky Mahendra,Statistika,7,082124375811,rizky.mahendra@gmail.com,20202004@student.uns.ac.id,Sains,Part-time,September 2020
20212005,Sinta Cahyono,Agroteknologi,7,083851147771,sinta.cahyono@gmail.com,20212005@student.uns.ac.id,Sains,Full-time,September 2021
20212006,Aldi Prabowo,Ilmu Komunikasi,5,085678611891,aldi.prabowo@gmail.com,20212006@student.uns.ac.id,Sosial,Magang,September 2021
20222007,Rangga Handayani,Teknik Industri,5,087808358897,rangga.handayani@gmail.com,20222007@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
20212008,Yoga Oktaviani,Teknik Elektro,7,081249549287,yoga.oktaviani@gmail.com,20212008@student.uns.ac.id,Teknologi,Magang,September 2021
20212009,Hasna Suryadi,Manajemen,6,083814539241,hasna.suryadi@gmail.com,20212009@student.uns.ac.id,Bisnis,Magang,September 2021
20232010,Farhan Lestari,Akuntansi,2,081608194448,farhan.lestari@gmail.com,20232010@student.uns.ac.id,Bisnis,Part-time,September 2023
20222011,Ilham Firmansyah,Informatika,4,085291921578,ilham.firmansyah@gmail.com,20222011@student.uns.ac.id,Teknologi,Magang,September 2022
20212012,Mira Permana,Statistika,5,082105287001,mira.permana@gmail.com,20212012@student.uns.ac.id,Sains,Magang,September 2021
20222013,Kartika Handoko,Manajemen,4,081522562443,kartika.handoko@gmail.com,20222013@student.uns.ac.id,Bisnis,Part-time,Agustus 2022
20212014,Candra Puspitasari,Pendidikan Teknik Informatika,7,085845667037,candra.puspitasari@gmail.com,20212014@student.uns.ac.id,Teknologi,Magang,Februari 2021
20232015,Dewi Santoso,Ilmu Hukum,3,085875388257,dewi.santoso@gmail.com,20232015@student.uns.ac.id,Sosial,Full-time,Maret 2023
20222016,Gilang Setiawan,Pendidikan Teknik Informatika,4,085685691178,gilang.setiawan@gmail.com,20222016@student.uns.ac.id,Teknologi,Part-time,Agustus 2022
